frame,player_r_x,player_r_y,player_l_x,player_l_y
frame_088,700.0,678.0,609.0,672.0
frame_089,697.0,681.0,593.0,678.0
frame_090,686.0,688.0,572.0,678.0
frame_091,673.0,693.0,570.0,682.0
frame_092,653.0,696.0,572.0,682.0
frame_093,638.0,698.0,560.0,694.0
frame_094,616.0,702.0,560.0,694.0
frame_095,600.0,702.0,560.0,694.0
frame_096,566.0,700.0,560.0,694.0
frame_097,565.0,700.0,560.0,694.0
frame_098,548.0,705.0,560.0,694.0
frame_099,529.0,713.0,560.0,694.0
frame_100,512.0,714.0,560.0,694.0
frame_101,500.0,717.0,560.0,694.0
frame_102,488.0,720.0,560.0,694.0
frame_103,474.0,725.0,560.0,694.0
frame_104,458.0,733.0,560.0,694.0
frame_105,448.0,740.0,560.0,694.0
frame_106,441.0,746.0,560.0,694.0
frame_107,432.0,752.0,560.0,694.0
frame_108,420.0,761.0,560.0,694.0
frame_109,414.0,765.0,560.0,694.0
frame_110,412.0,769.0,560.0,694.0
frame_111,412.0,769.0,556.0,702.0
frame_112,409.0,774.0,556.0,702.0
frame_113,409.0,774.0,548.0,698.0
frame_114,418.0,768.0,532.0,702.0
frame_115,418.0,768.0,516.0,705.0
frame_116,418.0,768.0,497.0,712.0
frame_117,418.0,768.0,490.0,714.0
frame_118,418.0,768.0,477.0,713.0
frame_119,418.0,768.0,457.0,714.0
frame_120,418.0,768.0,438.0,722.0
frame_121,418.0,768.0,437.0,722.0
frame_122,418.0,768.0,432.0,720.0
frame_123,418.0,768.0,420.0,716.0
frame_124,418.0,768.0,394.0,717.0
frame_125,418.0,768.0,385.0,718.0
frame_126,418.0,768.0,376.0,725.0
frame_127,418.0,768.0,374.0,728.0
frame_128,418.0,768.0,360.0,736.0
frame_129,418.0,768.0,360.0,736.0
frame_130,418.0,768.0,360.0,736.0
frame_131,418.0,768.0,360.0,736.0
frame_132,418.0,768.0,360.0,736.0
frame_133,418.0,768.0,360.0,736.0
frame_134,418.0,768.0,369.0,736.0
frame_135,418.0,768.0,369.0,736.0
frame_136,418.0,768.0,372.0,730.0
frame_137,418.0,768.0,376.0,724.0
frame_138,420.0,762.0,381.0,722.0
frame_139,420.0,762.0,388.0,720.0
frame_140,420.0,762.0,389.0,720.0
frame_141,420.0,762.0,392.0,721.0
frame_142,420.0,758.0,392.0,721.0
frame_143,420.0,758.0,392.0,721.0
frame_144,420.0,758.0,392.0,721.0
frame_145,420.0,758.0,392.0,721.0
frame_146,421.0,768.0,392.0,721.0
frame_147,421.0,768.0,390.0,726.0
frame_148,421.0,768.0,386.0,733.0
frame_149,421.0,768.0,382.0,740.0
frame_150,421.0,768.0,370.0,740.0
frame_151,421.0,768.0,362.0,744.0
frame_152,421.0,768.0,354.0,753.0
frame_153,414.0,778.0,354.0,753.0
frame_154,414.0,778.0,352.0,757.0
frame_155,414.0,777.0,333.0,766.0
frame_156,414.0,777.0,333.0,766.0
frame_157,414.0,777.0,333.0,766.0
frame_158,414.0,777.0,333.0,766.0
frame_159,414.0,777.0,333.0,766.0
frame_160,414.0,777.0,346.0,772.0
frame_161,414.0,777.0,346.0,772.0
frame_162,414.0,777.0,346.0,772.0
frame_163,414.0,776.0,346.0,772.0
frame_164,420.0,776.0,349.0,781.0
frame_165,422.0,776.0,349.0,781.0
frame_166,428.0,776.0,360.0,789.0
frame_167,428.0,776.0,360.0,789.0
frame_168,428.0,776.0,360.0,789.0
frame_169,428.0,776.0,360.0,789.0
frame_170,428.0,776.0,365.0,806.0
frame_171,428.0,776.0,365.0,806.0
frame_172,428.0,776.0,365.0,806.0
frame_173,428.0,776.0,365.0,806.0
frame_174,428.0,776.0,365.0,806.0
frame_175,432.0,778.0,368.0,810.0
frame_176,432.0,778.0,368.0,810.0
frame_177,433.0,778.0,368.0,810.0
frame_178,433.0,778.0,368.0,810.0
frame_179,442.0,777.0,368.0,810.0
frame_180,452.0,782.0,368.0,810.0
frame_181,457.0,782.0,368.0,810.0
frame_182,461.0,782.0,366.0,813.0
frame_183,473.0,789.0,368.0,816.0
frame_184,482.0,792.0,368.0,816.0
frame_185,490.0,793.0,368.0,816.0
frame_186,498.0,796.0,368.0,816.0
frame_187,505.0,796.0,368.0,816.0
frame_188,517.0,796.0,368.0,816.0
frame_189,526.0,797.0,368.0,816.0
frame_190,538.0,797.0,368.0,816.0
frame_191,562.0,797.0,368.0,816.0
frame_192,560.0,802.0,368.0,816.0
frame_193,560.0,802.0,368.0,816.0
frame_194,572.0,805.0,368.0,816.0
frame_195,594.0,809.0,368.0,816.0
frame_196,594.0,810.0,368.0,816.0
frame_197,594.0,810.0,368.0,816.0
frame_198,588.0,816.0,368.0,816.0
frame_199,588.0,816.0,368.0,816.0
frame_200,588.0,816.0,368.0,816.0
frame_201,592.0,821.0,368.0,816.0
frame_202,592.0,821.0,368.0,816.0
frame_203,592.0,821.0,376.0,812.0
frame_204,592.0,821.0,376.0,812.0
frame_205,592.0,821.0,386.0,812.0
frame_206,592.0,821.0,410.0,812.0
frame_207,592.0,821.0,412.0,812.0
frame_208,592.0,821.0,432.0,812.0
frame_209,592.0,821.0,448.0,812.0
frame_210,592.0,821.0,470.0,808.0
frame_211,601.0,818.0,488.0,806.0
frame_212,609.0,816.0,494.0,806.0
frame_213,614.0,812.0,504.0,806.0
frame_214,616.0,806.0,510.0,806.0
frame_215,617.0,798.0,529.0,802.0
frame_216,628.0,798.0,536.0,804.0
frame_217,633.0,802.0,549.0,804.0
frame_218,646.0,806.0,553.0,805.0
frame_219,669.0,806.0,553.0,805.0
frame_220,674.0,806.0,573.0,820.0
frame_221,681.0,806.0,572.0,817.0
frame_222,684.0,810.0,572.0,817.0
frame_223,684.0,810.0,572.0,817.0
frame_224,682.0,822.0,572.0,817.0
frame_225,682.0,822.0,572.0,817.0
frame_226,682.0,822.0,572.0,817.0
frame_227,682.0,822.0,572.0,817.0
frame_228,682.0,822.0,572.0,817.0
frame_229,681.0,824.0,569.0,816.0
frame_230,682.0,814.0,561.0,813.0
frame_231,682.0,814.0,561.0,813.0
frame_232,682.0,814.0,561.0,813.0
frame_233,682.0,814.0,561.0,813.0
frame_234,682.0,814.0,558.0,806.0
frame_235,686.0,809.0,558.0,805.0
frame_236,686.0,809.0,557.0,804.0
frame_237,688.0,802.0,544.0,800.0
frame_238,693.0,801.0,542.0,800.0
frame_239,702.0,798.0,537.0,798.0
frame_240,722.0,797.0,524.0,794.0
frame_241,720.0,800.0,516.0,794.0
frame_242,720.0,800.0,514.0,793.0
frame_243,734.0,800.0,498.0,792.0
frame_244,733.0,801.0,498.0,792.0
frame_245,733.0,801.0,497.0,792.0
frame_246,733.0,801.0,496.0,790.0
frame_247,729.0,806.0,490.0,789.0
frame_248,729.0,806.0,482.0,785.0
frame_249,729.0,806.0,482.0,785.0
frame_250,729.0,806.0,482.0,785.0
frame_251,729.0,806.0,482.0,785.0
frame_252,729.0,806.0,482.0,785.0
frame_253,729.0,806.0,482.0,785.0
frame_254,729.0,806.0,481.0,786.0
frame_255,729.0,806.0,492.0,789.0
frame_256,729.0,806.0,497.0,778.0
frame_257,729.0,806.0,497.0,778.0
frame_258,729.0,806.0,497.0,778.0
frame_259,729.0,806.0,506.0,776.0
frame_260,729.0,806.0,506.0,774.0
frame_261,729.0,806.0,506.0,774.0
frame_262,729.0,806.0,505.0,774.0
frame_263,729.0,806.0,505.0,774.0
frame_264,721.0,805.0,502.0,778.0
frame_265,721.0,804.0,502.0,778.0
frame_266,717.0,798.0,502.0,778.0
frame_267,706.0,797.0,502.0,778.0
frame_268,696.0,801.0,502.0,778.0
frame_269,664.0,805.0,502.0,778.0
frame_270,621.0,806.0,502.0,778.0
frame_271,584.0,806.0,502.0,778.0
frame_272,566.0,812.0,502.0,778.0
frame_273,526.0,812.0,502.0,778.0
frame_274,493.0,810.0,502.0,778.0
frame_275,464.0,798.0,502.0,778.0
frame_276,429.0,804.0,502.0,778.0
frame_277,401.0,798.0,502.0,780.0
frame_278,372.0,790.0,502.0,780.0
frame_279,358.0,788.0,496.0,776.0
frame_280,332.0,784.0,492.0,770.0
frame_281,296.0,785.0,484.0,769.0
frame_282,289.0,781.0,478.0,766.0
frame_283,252.0,784.0,462.0,764.0
frame_284,240.0,788.0,448.0,764.0
frame_285,212.0,790.0,432.0,764.0
frame_286,209.0,793.0,422.0,764.0
frame_287,196.0,800.0,389.0,766.0
frame_288,188.0,809.0,381.0,769.0
frame_289,180.0,810.0,353.0,774.0
frame_290,180.0,810.0,324.0,778.0
frame_291,177.0,810.0,302.0,780.0
frame_292,169.0,813.0,268.0,784.0
frame_293,169.0,813.0,256.0,781.0
frame_294,169.0,813.0,221.0,776.0
frame_295,169.0,813.0,212.0,774.0
frame_296,169.0,813.0,169.0,772.0
frame_297,169.0,813.0,150.0,772.0
frame_298,169.0,813.0,117.0,773.0
frame_299,169.0,813.0,92.0,776.0
frame_300,169.0,813.0,82.0,774.0
frame_301,169.0,813.0,64.0,776.0
frame_302,169.0,813.0,1900.0,16.0
frame_303,169.0,813.0,1900.0,16.0
frame_304,169.0,813.0,1910.0,12.0
frame_305,169.0,813.0,1912.0,10.0
frame_306,169.0,813.0,1910.0,13.0
frame_307,169.0,813.0,1905.0,17.0
frame_308,169.0,813.0,1905.0,17.0
frame_309,169.0,813.0,1905.0,17.0
frame_310,169.0,813.0,1905.0,17.0
frame_311,169.0,813.0,1905.0,17.0
frame_312,169.0,813.0,1905.0,17.0
frame_313,169.0,813.0,1905.0,17.0
frame_314,169.0,813.0,1905.0,17.0
frame_315,169.0,813.0,1905.0,17.0
frame_316,169.0,813.0,1905.0,17.0
frame_317,169.0,813.0,1905.0,17.0
frame_318,169.0,813.0,1905.0,17.0
frame_319,169.0,813.0,1905.0,17.0
frame_320,169.0,813.0,1905.0,17.0
frame_321,169.0,813.0,1905.0,17.0
frame_322,169.0,813.0,1905.0,17.0
frame_323,169.0,813.0,1905.0,17.0
frame_324,169.0,813.0,1905.0,17.0
frame_325,169.0,813.0,1905.0,17.0
frame_326,160.0,809.0,1905.0,17.0
frame_327,157.0,806.0,1905.0,17.0
frame_328,148.0,802.0,1905.0,17.0
frame_329,126.0,801.0,1905.0,17.0
frame_330,114.0,797.0,1905.0,17.0
frame_331,74.0,794.0,1905.0,17.0
frame_332,1908.0,16.0,1905.0,17.0
frame_333,1908.0,16.0,1905.0,17.0
frame_334,1908.0,16.0,1905.0,17.0
frame_335,1908.0,16.0,1905.0,17.0
frame_336,1908.0,16.0,1905.0,17.0
frame_337,1908.0,16.0,1905.0,17.0
frame_338,1908.0,16.0,1905.0,17.0
frame_339,1908.0,16.0,1905.0,17.0
frame_340,1908.0,16.0,1905.0,17.0
frame_341,1908.0,16.0,1905.0,17.0
frame_342,1908.0,16.0,1905.0,17.0
frame_343,1908.0,16.0,1905.0,17.0
frame_344,1908.0,16.0,1905.0,17.0
frame_345,1908.0,16.0,1905.0,17.0
frame_346,1908.0,16.0,1905.0,17.0
frame_347,1908.0,16.0,1905.0,17.0
frame_348,1908.0,16.0,1905.0,17.0
frame_349,1908.0,16.0,1905.0,17.0
frame_350,1908.0,16.0,1905.0,17.0
frame_351,1908.0,16.0,1905.0,17.0
frame_352,1908.0,16.0,1905.0,17.0
frame_353,1908.0,16.0,1905.0,17.0
frame_354,1908.0,16.0,1905.0,17.0
frame_355,1908.0,16.0,1905.0,17.0
frame_356,1908.0,16.0,1905.0,17.0
frame_357,1908.0,16.0,1905.0,17.0
frame_358,1908.0,16.0,1905.0,17.0
frame_359,1908.0,16.0,1905.0,17.0
frame_360,1908.0,16.0,1905.0,17.0
frame_361,1908.0,16.0,1905.0,17.0
frame_362,1908.0,16.0,1905.0,17.0
frame_363,1908.0,16.0,1905.0,17.0
frame_364,1908.0,16.0,1905.0,17.0
frame_365,1908.0,16.0,1905.0,17.0
frame_366,1908.0,16.0,1905.0,17.0
frame_367,1908.0,16.0,1905.0,17.0
frame_368,1908.0,16.0,1905.0,17.0
frame_369,1908.0,16.0,1905.0,17.0
frame_370,1908.0,16.0,1905.0,17.0
frame_371,1908.0,16.0,1905.0,17.0
frame_372,82.0,808.0,1905.0,17.0
frame_373,89.0,808.0,1905.0,17.0
frame_374,112.0,809.0,1905.0,17.0
frame_375,113.0,809.0,1905.0,17.0
frame_376,101.0,810.0,1905.0,17.0
frame_377,101.0,810.0,1905.0,17.0
frame_378,101.0,810.0,1905.0,17.0
frame_379,101.0,810.0,1905.0,17.0
frame_380,101.0,810.0,1905.0,17.0
frame_381,101.0,810.0,1905.0,17.0
frame_382,101.0,810.0,1905.0,17.0
frame_383,101.0,810.0,1905.0,17.0
frame_384,101.0,810.0,1905.0,17.0
frame_385,101.0,810.0,1905.0,17.0
frame_386,112.0,797.0,1905.0,17.0
frame_387,110.0,804.0,1905.0,17.0
frame_388,116.0,802.0,38.0,792.0
frame_389,118.0,801.0,44.0,808.0
frame_390,125.0,801.0,72.0,796.0
frame_391,140.0,801.0,102.0,804.0
frame_392,141.0,802.0,105.0,804.0
frame_393,148.0,804.0,110.0,802.0
frame_394,164.0,804.0,137.0,798.0
frame_395,180.0,804.0,138.0,798.0
frame_396,200.0,804.0,141.0,798.0
frame_397,214.0,806.0,145.0,801.0
frame_398,233.0,808.0,145.0,802.0
frame_399,257.0,808.0,136.0,809.0
frame_400,293.0,808.0,136.0,809.0
frame_401,310.0,808.0,140.0,809.0
frame_402,329.0,812.0,141.0,809.0
frame_403,350.0,816.0,141.0,809.0
frame_404,357.0,821.0,141.0,809.0
frame_405,358.0,822.0,144.0,805.0
frame_406,358.0,822.0,144.0,805.0
frame_407,358.0,822.0,152.0,804.0
frame_408,358.0,822.0,153.0,804.0
frame_409,358.0,822.0,172.0,804.0
frame_410,358.0,822.0,176.0,804.0
frame_411,358.0,822.0,198.0,804.0
frame_412,358.0,822.0,201.0,804.0
frame_413,358.0,822.0,222.0,810.0
frame_414,358.0,822.0,225.0,810.0
frame_415,358.0,822.0,248.0,813.0
frame_416,358.0,822.0,268.0,814.0
frame_417,360.0,822.0,293.0,817.0
frame_418,380.0,814.0,306.0,821.0
frame_419,380.0,820.0,306.0,824.0
frame_420,381.0,821.0,308.0,824.0
frame_421,393.0,828.0,317.0,826.0
frame_422,405.0,832.0,321.0,829.0
frame_423,418.0,834.0,329.0,837.0
frame_424,441.0,834.0,333.0,837.0
frame_425,453.0,837.0,342.0,842.0
frame_426,464.0,837.0,346.0,842.0
frame_427,484.0,842.0,345.0,842.0
frame_428,497.0,850.0,358.0,856.0
frame_429,522.0,853.0,358.0,856.0
frame_430,550.0,853.0,352.0,857.0
frame_431,542.0,854.0,350.0,857.0
frame_432,562.0,858.0,352.0,856.0
frame_433,565.0,870.0,350.0,853.0
frame_434,556.0,874.0,350.0,852.0
frame_435,556.0,874.0,350.0,852.0
frame_436,564.0,877.0,350.0,852.0
frame_437,564.0,878.0,350.0,852.0
frame_438,564.0,878.0,350.0,852.0
frame_439,564.0,878.0,350.0,852.0
frame_440,564.0,878.0,350.0,852.0
frame_441,564.0,878.0,350.0,852.0
frame_442,564.0,878.0,350.0,852.0
frame_443,564.0,878.0,350.0,852.0
frame_444,561.0,876.0,350.0,852.0
frame_445,561.0,874.0,350.0,852.0
frame_446,561.0,874.0,350.0,850.0
frame_447,560.0,874.0,348.0,849.0
frame_448,560.0,874.0,337.0,848.0
frame_449,560.0,874.0,316.0,848.0
frame_450,560.0,874.0,313.0,848.0
frame_451,545.0,877.0,313.0,848.0
frame_452,546.0,877.0,309.0,849.0
frame_453,556.0,873.0,309.0,849.0
frame_454,554.0,873.0,309.0,852.0
frame_455,552.0,873.0,309.0,853.0
frame_456,552.0,873.0,309.0,853.0
frame_457,548.0,874.0,308.0,853.0
frame_458,548.0,874.0,309.0,854.0
frame_459,542.0,872.0,308.0,854.0
frame_460,537.0,868.0,308.0,856.0
frame_461,524.0,857.0,308.0,856.0
frame_462,496.0,850.0,308.0,856.0
frame_463,489.0,849.0,304.0,858.0
frame_464,440.0,849.0,302.0,860.0
frame_465,428.0,850.0,302.0,860.0
frame_466,410.0,850.0,300.0,857.0
frame_467,382.0,850.0,286.0,854.0
frame_468,357.0,850.0,286.0,854.0
frame_469,340.0,848.0,266.0,850.0
frame_470,340.0,848.0,262.0,850.0
frame_471,297.0,848.0,244.0,854.0
frame_472,281.0,848.0,218.0,858.0
frame_473,273.0,849.0,184.0,873.0
frame_474,260.0,849.0,133.0,877.0
frame_475,252.0,850.0,106.0,881.0
frame_476,240.0,858.0,89.0,888.0
frame_477,240.0,858.0,1901.0,22.0
frame_478,240.0,858.0,1901.0,22.0
frame_479,240.0,858.0,1901.0,22.0
frame_480,240.0,858.0,1901.0,22.0
frame_481,240.0,858.0,1901.0,22.0
frame_482,240.0,858.0,1901.0,22.0
frame_483,241.0,856.0,1901.0,22.0
frame_484,241.0,854.0,1901.0,22.0
frame_485,234.0,848.0,1901.0,22.0
frame_486,233.0,845.0,1901.0,22.0
frame_487,206.0,840.0,1901.0,22.0
frame_488,193.0,837.0,1901.0,22.0
frame_489,137.0,836.0,1901.0,22.0
frame_490,1901.0,12.0,1901.0,22.0
frame_491,1901.0,12.0,1901.0,22.0
frame_492,1901.0,12.0,1901.0,22.0
frame_493,1901.0,12.0,1901.0,22.0
frame_494,1901.0,12.0,1901.0,22.0
frame_495,1901.0,12.0,1901.0,22.0
frame_496,1901.0,12.0,1901.0,22.0
frame_497,1901.0,12.0,1904.0,16.0
frame_498,1901.0,12.0,1904.0,14.0
frame_499,1901.0,12.0,1904.0,14.0
frame_501,1901.0,12.0,1904.0,14.0
frame_502,1901.0,12.0,1904.0,14.0
frame_503,1901.0,12.0,1904.0,14.0
frame_504,1901.0,12.0,1904.0,14.0
frame_505,1901.0,12.0,1904.0,14.0
frame_506,1901.0,12.0,1904.0,14.0
frame_507,1901.0,12.0,1904.0,14.0
frame_508,1901.0,12.0,1904.0,14.0
frame_509,1901.0,12.0,1904.0,14.0
frame_510,1901.0,12.0,1904.0,14.0
frame_511,1901.0,12.0,1904.0,14.0
frame_512,1901.0,12.0,1904.0,14.0
frame_513,1901.0,12.0,1904.0,14.0
frame_514,1901.0,12.0,1904.0,14.0
frame_515,1901.0,12.0,1904.0,14.0
frame_516,1901.0,12.0,1904.0,14.0
frame_517,1901.0,12.0,1904.0,14.0
frame_518,1901.0,12.0,1904.0,14.0
frame_519,1901.0,12.0,1904.0,14.0
frame_520,1901.0,12.0,1904.0,14.0
frame_521,1901.0,12.0,1904.0,14.0
frame_522,1901.0,12.0,1904.0,14.0
frame_523,1901.0,12.0,1904.0,14.0
frame_524,1901.0,12.0,1904.0,14.0
frame_525,1901.0,12.0,1904.0,14.0
frame_526,1901.0,12.0,1904.0,14.0
frame_527,1901.0,12.0,1904.0,14.0
frame_528,1901.0,12.0,1904.0,14.0
frame_529,1901.0,12.0,1904.0,14.0
frame_530,1901.0,12.0,1904.0,14.0
frame_531,1901.0,12.0,1904.0,14.0
frame_532,1901.0,12.0,1904.0,14.0
frame_533,1901.0,12.0,1904.0,14.0
frame_534,1901.0,12.0,1904.0,14.0
frame_535,1901.0,12.0,1904.0,14.0
frame_536,1901.0,12.0,1904.0,14.0
frame_537,1901.0,12.0,1904.0,14.0
frame_538,1901.0,12.0,1904.0,14.0
frame_539,1901.0,12.0,1904.0,14.0
frame_540,1901.0,12.0,1904.0,14.0
frame_541,1901.0,12.0,1904.0,14.0
frame_542,1901.0,12.0,1904.0,14.0
frame_543,1901.0,12.0,1904.0,14.0
frame_544,1901.0,12.0,1904.0,14.0
frame_545,1901.0,12.0,1904.0,14.0
frame_546,1901.0,12.0,1904.0,14.0
frame_547,1901.0,12.0,1904.0,14.0
frame_548,1901.0,12.0,1904.0,14.0
frame_549,1901.0,12.0,1904.0,14.0
frame_550,1901.0,12.0,1904.0,14.0
frame_551,1901.0,12.0,1904.0,14.0
frame_552,1901.0,12.0,1904.0,14.0
frame_553,1901.0,12.0,1904.0,14.0
frame_554,1901.0,12.0,1904.0,14.0
frame_555,1901.0,12.0,1904.0,14.0
frame_556,1901.0,12.0,1904.0,14.0
frame_557,1901.0,12.0,1904.0,14.0
frame_558,1901.0,12.0,1904.0,14.0
frame_559,1901.0,12.0,1904.0,14.0
frame_560,1901.0,12.0,1904.0,14.0
frame_561,1901.0,12.0,1904.0,14.0
frame_562,1901.0,12.0,1904.0,14.0
frame_563,1901.0,12.0,1904.0,14.0
frame_564,1901.0,12.0,1904.0,14.0
frame_565,1901.0,12.0,1904.0,14.0
frame_566,1901.0,12.0,1904.0,14.0
frame_567,1901.0,12.0,1904.0,14.0
frame_568,1901.0,12.0,1904.0,14.0
frame_569,1901.0,12.0,1904.0,14.0
frame_570,1901.0,12.0,1904.0,14.0
frame_571,1901.0,12.0,1904.0,14.0
frame_572,1901.0,12.0,1904.0,14.0
frame_573,1901.0,12.0,1904.0,14.0
frame_574,1901.0,12.0,1904.0,14.0
frame_575,1901.0,12.0,1904.0,14.0
frame_576,1901.0,12.0,1904.0,14.0
frame_577,1901.0,12.0,1904.0,14.0
frame_578,1901.0,12.0,1904.0,14.0
frame_579,1901.0,12.0,1904.0,14.0
frame_580,1901.0,12.0,1904.0,14.0
frame_581,1901.0,12.0,1904.0,14.0
frame_582,1901.0,12.0,1904.0,14.0
frame_583,1901.0,12.0,1904.0,14.0
frame_584,1901.0,12.0,1904.0,14.0
frame_585,1901.0,12.0,1904.0,14.0
frame_586,1901.0,12.0,1904.0,14.0
frame_587,1901.0,12.0,1904.0,14.0
frame_588,1901.0,12.0,1904.0,14.0
frame_589,1901.0,12.0,1904.0,14.0
frame_590,1901.0,12.0,1904.0,14.0
frame_591,1901.0,12.0,1904.0,14.0
frame_592,1901.0,12.0,1904.0,14.0
frame_593,1901.0,12.0,1904.0,14.0
frame_594,1901.0,12.0,1904.0,14.0
frame_595,1901.0,12.0,1904.0,14.0
frame_596,1901.0,12.0,1904.0,14.0
frame_597,1901.0,12.0,1904.0,14.0
frame_598,1901.0,12.0,1904.0,14.0
frame_599,1901.0,12.0,1904.0,14.0
frame_600,1901.0,12.0,1904.0,14.0
frame_601,1901.0,12.0,1904.0,14.0
frame_602,1901.0,12.0,1904.0,14.0
frame_603,1901.0,12.0,1904.0,14.0
frame_604,1901.0,12.0,1904.0,14.0
frame_605,1901.0,12.0,1904.0,14.0
frame_606,1901.0,12.0,1904.0,14.0
frame_607,1901.0,12.0,1904.0,14.0
frame_608,1901.0,12.0,1904.0,14.0
frame_609,1901.0,12.0,1904.0,14.0
frame_610,1901.0,12.0,1904.0,14.0
frame_611,1901.0,12.0,1904.0,14.0
frame_612,1901.0,12.0,1904.0,14.0
frame_613,1901.0,12.0,1904.0,14.0
frame_614,1901.0,12.0,1904.0,14.0
frame_615,1901.0,12.0,1904.0,14.0
frame_616,1901.0,12.0,1904.0,14.0
frame_617,1901.0,12.0,1904.0,14.0
frame_618,1901.0,12.0,1904.0,14.0
frame_619,1901.0,12.0,1904.0,14.0
frame_620,52.0,933.0,1904.0,14.0
frame_621,52.0,933.0,189.0,856.0
frame_622,52.0,933.0,216.0,842.0
frame_623,54.0,917.0,249.0,845.0
frame_624,65.0,914.0,289.0,841.0
frame_625,69.0,913.0,325.0,832.0
frame_626,81.0,910.0,362.0,821.0
frame_627,89.0,896.0,392.0,809.0
frame_628,101.0,894.0,396.0,812.0
frame_629,112.0,889.0,396.0,812.0
frame_630,134.0,868.0,404.0,818.0
frame_631,150.0,861.0,404.0,818.0
frame_632,186.0,844.0,404.0,818.0
frame_633,192.0,848.0,404.0,818.0
frame_634,210.0,848.0,404.0,818.0
frame_635,245.0,844.0,404.0,818.0
frame_636,272.0,841.0,404.0,818.0
frame_637,286.0,838.0,404.0,818.0
frame_638,309.0,840.0,404.0,818.0
frame_639,342.0,842.0,404.0,814.0
frame_640,368.0,848.0,402.0,812.0
frame_641,417.0,849.0,398.0,798.0
frame_642,421.0,849.0,398.0,798.0
frame_643,454.0,842.0,400.0,798.0
frame_644,461.0,842.0,401.0,798.0
frame_645,478.0,842.0,404.0,797.0
