frame,player_l_x,player_l_y,player_r_x,player_r_y
frame_235,314.0,909.0,492.0,976.0
frame_236,314.0,909.0,489.0,977.0
frame_237,302.0,908.0,489.0,977.0
frame_238,302.0,908.0,489.0,977.0
frame_239,296.0,910.0,489.0,977.0
frame_240,296.0,910.0,489.0,977.0
frame_241,286.0,917.0,489.0,977.0
frame_242,286.0,917.0,489.0,977.0
frame_243,284.0,918.0,489.0,977.0
frame_244,281.0,920.0,489.0,977.0
frame_245,281.0,920.0,489.0,977.0
frame_246,281.0,920.0,489.0,977.0
frame_247,281.0,920.0,489.0,977.0
frame_248,281.0,920.0,488.0,977.0
frame_249,281.0,920.0,488.0,973.0
frame_250,281.0,920.0,481.0,965.0
frame_251,281.0,920.0,468.0,961.0
frame_252,281.0,920.0,461.0,964.0
frame_253,281.0,920.0,449.0,962.0
frame_254,288.0,905.0,421.0,956.0
frame_255,289.0,898.0,421.0,956.0
frame_256,289.0,898.0,421.0,956.0
frame_257,286.0,893.0,421.0,956.0
frame_258,278.0,889.0,421.0,956.0
frame_259,270.0,888.0,406.0,954.0
frame_260,264.0,886.0,402.0,954.0
frame_261,249.0,885.0,402.0,954.0
frame_262,242.0,885.0,414.0,952.0
frame_263,230.0,894.0,420.0,949.0
frame_264,209.0,906.0,433.0,948.0
frame_265,208.0,925.0,440.0,946.0
frame_266,208.0,925.0,454.0,948.0
frame_267,208.0,926.0,466.0,946.0
frame_268,196.0,940.0,492.0,946.0
frame_269,196.0,965.0,492.0,946.0
frame_270,196.0,965.0,493.0,936.0
frame_271,193.0,985.0,498.0,926.0
frame_272,194.0,986.0,498.0,926.0
frame_273,196.0,986.0,500.0,924.0
frame_274,197.0,985.0,512.0,908.0
frame_275,197.0,985.0,512.0,908.0
frame_276,197.0,985.0,509.0,902.0
frame_277,197.0,985.0,509.0,902.0
frame_278,197.0,985.0,484.0,905.0
frame_279,197.0,985.0,484.0,905.0
frame_280,197.0,985.0,476.0,894.0
frame_281,197.0,985.0,476.0,894.0
frame_282,197.0,985.0,476.0,894.0
frame_283,198.0,984.0,470.0,894.0
frame_284,209.0,964.0,470.0,894.0
frame_285,212.0,962.0,470.0,894.0
frame_286,217.0,961.0,470.0,894.0
frame_287,217.0,961.0,470.0,894.0
frame_288,218.0,961.0,473.0,894.0
frame_289,220.0,960.0,476.0,894.0
frame_290,237.0,952.0,476.0,894.0
frame_291,253.0,948.0,477.0,894.0
frame_292,277.0,938.0,478.0,896.0
frame_293,293.0,937.0,478.0,896.0
frame_294,306.0,934.0,478.0,898.0
frame_295,328.0,926.0,480.0,898.0
frame_296,350.0,924.0,480.0,898.0
frame_297,364.0,918.0,481.0,898.0
frame_298,381.0,914.0,481.0,898.0
frame_299,401.0,912.0,481.0,898.0
frame_300,422.0,905.0,486.0,896.0
frame_301,446.0,898.0,505.0,889.0
frame_302,446.0,898.0,512.0,888.0
frame_303,457.0,896.0,530.0,885.0
frame_304,476.0,894.0,541.0,885.0
frame_305,477.0,893.0,566.0,889.0
frame_306,484.0,888.0,588.0,892.0
frame_307,492.0,884.0,592.0,892.0
frame_308,493.0,881.0,614.0,893.0
frame_309,496.0,881.0,625.0,896.0
frame_310,500.0,880.0,636.0,898.0
frame_311,502.0,878.0,654.0,900.0
frame_312,502.0,878.0,670.0,905.0
frame_313,502.0,878.0,682.0,910.0
frame_314,502.0,878.0,704.0,917.0
frame_315,502.0,878.0,710.0,917.0
frame_316,502.0,878.0,724.0,917.0
frame_317,502.0,878.0,726.0,918.0
frame_318,502.0,878.0,729.0,921.0
frame_319,502.0,878.0,730.0,922.0
frame_320,502.0,878.0,730.0,925.0
frame_321,502.0,878.0,730.0,925.0
frame_322,502.0,878.0,730.0,926.0
frame_323,502.0,878.0,730.0,926.0
frame_324,505.0,878.0,730.0,926.0
frame_325,506.0,878.0,730.0,926.0
frame_326,512.0,882.0,730.0,926.0
frame_327,517.0,890.0,730.0,926.0
frame_328,517.0,892.0,730.0,926.0
frame_329,517.0,898.0,730.0,926.0
frame_330,517.0,905.0,730.0,926.0
frame_331,517.0,908.0,730.0,926.0
frame_332,516.0,914.0,745.0,929.0
frame_333,516.0,917.0,750.0,934.0
frame_334,513.0,925.0,750.0,934.0
frame_335,513.0,928.0,746.0,944.0
frame_336,513.0,942.0,748.0,954.0
frame_337,508.0,952.0,748.0,954.0
frame_338,504.0,957.0,749.0,968.0
frame_339,500.0,960.0,750.0,985.0
frame_340,486.0,976.0,750.0,988.0
frame_341,484.0,981.0,750.0,998.0
frame_342,482.0,985.0,750.0,1006.0
frame_343,481.0,1004.0,758.0,1017.0
frame_344,481.0,1006.0,761.0,1017.0
frame_345,481.0,1006.0,765.0,1022.0
frame_346,481.0,1006.0,766.0,1024.0
frame_347,481.0,1006.0,766.0,1025.0
frame_348,481.0,997.0,766.0,1025.0
frame_349,481.0,996.0,766.0,1026.0
frame_350,481.0,986.0,766.0,1026.0
frame_351,481.0,986.0,766.0,1026.0
frame_352,478.0,981.0,766.0,1026.0
frame_353,478.0,981.0,766.0,1026.0
frame_354,478.0,981.0,766.0,1026.0
frame_355,477.0,980.0,766.0,1026.0
frame_356,477.0,980.0,766.0,1026.0
frame_357,476.0,980.0,766.0,1026.0
frame_358,473.0,989.0,749.0,1026.0
frame_359,473.0,989.0,749.0,1026.0
frame_360,473.0,989.0,737.0,1018.0
frame_361,476.0,982.0,722.0,1020.0
frame_362,476.0,982.0,690.0,1022.0
frame_363,476.0,981.0,688.0,1022.0
frame_364,478.0,974.0,661.0,1021.0
frame_365,480.0,973.0,657.0,1018.0
frame_366,485.0,961.0,629.0,1018.0
frame_367,485.0,961.0,630.0,1021.0
frame_368,492.0,958.0,646.0,1029.0
frame_369,510.0,948.0,649.0,1029.0
frame_370,514.0,946.0,649.0,1029.0
frame_371,533.0,940.0,649.0,1029.0
frame_372,533.0,940.0,649.0,1029.0
frame_373,548.0,936.0,649.0,1029.0
frame_374,562.0,932.0,649.0,1029.0
frame_375,576.0,930.0,649.0,1029.0
frame_376,578.0,929.0,649.0,1029.0
frame_377,590.0,928.0,649.0,1029.0
frame_378,594.0,928.0,649.0,1029.0
frame_379,601.0,926.0,649.0,1029.0
frame_380,616.0,922.0,649.0,1029.0
frame_381,617.0,921.0,649.0,1029.0
frame_382,630.0,921.0,649.0,1029.0
frame_383,632.0,921.0,649.0,1029.0
frame_384,638.0,917.0,649.0,1029.0
frame_385,638.0,917.0,649.0,1029.0
frame_386,638.0,917.0,649.0,1029.0
frame_387,638.0,917.0,649.0,1029.0
frame_388,638.0,917.0,649.0,1029.0
frame_389,638.0,917.0,649.0,1029.0
frame_390,638.0,917.0,649.0,1029.0
frame_391,638.0,917.0,649.0,1029.0
frame_392,638.0,917.0,649.0,1029.0
frame_393,638.0,917.0,649.0,1029.0
frame_394,638.0,917.0,649.0,1029.0
frame_395,638.0,917.0,649.0,1029.0
frame_396,638.0,917.0,649.0,1029.0
frame_397,637.0,917.0,649.0,1029.0
frame_398,637.0,917.0,649.0,1029.0
frame_399,637.0,917.0,649.0,1029.0
frame_400,637.0,917.0,660.0,1018.0
frame_401,637.0,917.0,660.0,1018.0
frame_402,637.0,917.0,660.0,1018.0
frame_403,637.0,917.0,660.0,1018.0
frame_404,637.0,917.0,660.0,1018.0
frame_405,637.0,917.0,660.0,1018.0
frame_406,637.0,917.0,670.0,1010.0
frame_407,637.0,917.0,680.0,1008.0
frame_408,637.0,917.0,682.0,1008.0
frame_409,637.0,917.0,685.0,1008.0
frame_410,637.0,917.0,700.0,1005.0
frame_411,637.0,917.0,700.0,1005.0
frame_412,637.0,917.0,709.0,997.0
frame_413,637.0,917.0,709.0,997.0
frame_414,637.0,917.0,714.0,993.0
frame_415,637.0,917.0,718.0,992.0
frame_416,637.0,917.0,736.0,985.0
frame_417,626.0,930.0,737.0,985.0
frame_418,628.0,933.0,752.0,982.0
frame_419,629.0,934.0,770.0,981.0
frame_420,630.0,936.0,797.0,974.0
frame_421,630.0,940.0,814.0,969.0
frame_422,630.0,946.0,,
frame_423,630.0,946.0,841.0,956.0
frame_424,628.0,953.0,841.0,956.0
frame_425,648.0,953.0,866.0,945.0
frame_426,644.0,953.0,866.0,945.0
frame_427,637.0,954.0,876.0,932.0
frame_428,634.0,953.0,878.0,932.0
frame_429,634.0,953.0,886.0,926.0
frame_430,633.0,953.0,896.0,922.0
frame_431,633.0,953.0,898.0,921.0
frame_432,633.0,953.0,900.0,921.0
frame_433,633.0,953.0,900.0,917.0
frame_434,633.0,953.0,900.0,917.0
frame_435,633.0,953.0,900.0,917.0
frame_436,636.0,944.0,900.0,917.0
frame_437,637.0,944.0,900.0,917.0
frame_438,644.0,945.0,900.0,917.0
frame_439,654.0,945.0,900.0,917.0
frame_440,662.0,941.0,900.0,917.0
frame_441,669.0,937.0,900.0,917.0
frame_442,697.0,934.0,900.0,917.0
frame_443,710.0,938.0,900.0,917.0
frame_444,748.0,941.0,900.0,917.0
frame_445,776.0,941.0,900.0,917.0
frame_446,784.0,937.0,900.0,917.0
frame_447,798.0,937.0,901.0,920.0
frame_448,832.0,940.0,917.0,921.0
frame_449,860.0,940.0,922.0,913.0
frame_450,862.0,937.0,925.0,913.0
frame_451,884.0,936.0,929.0,913.0
frame_452,906.0,940.0,940.0,913.0
frame_453,917.0,938.0,957.0,912.0
frame_454,930.0,938.0,982.0,913.0
frame_455,933.0,938.0,984.0,924.0
frame_456,933.0,938.0,1009.0,932.0
frame_457,938.0,938.0,,
frame_458,940.0,938.0,1085.0,965.0
frame_459,940.0,940.0,1082.0,966.0
frame_460,933.0,942.0,1096.0,973.0
frame_461,933.0,942.0,1114.0,982.0
frame_462,933.0,942.0,1117.0,985.0
frame_463,933.0,942.0,1136.0,993.0
frame_464,933.0,942.0,1136.0,1001.0
frame_465,933.0,942.0,1146.0,1009.0
frame_466,933.0,942.0,1146.0,1009.0
frame_467,934.0,945.0,1149.0,1012.0
frame_468,936.0,945.0,1149.0,1012.0
frame_469,936.0,945.0,1149.0,1017.0
frame_470,934.0,949.0,1149.0,1017.0
frame_471,934.0,949.0,1156.0,1029.0
frame_472,934.0,949.0,1156.0,1029.0
frame_473,933.0,956.0,1154.0,1020.0
frame_474,938.0,962.0,1154.0,1020.0
frame_475,940.0,964.0,1154.0,1020.0
frame_476,948.0,974.0,1149.0,1018.0
frame_477,950.0,978.0,1149.0,1018.0
frame_478,954.0,989.0,1152.0,1017.0
frame_479,961.0,1009.0,1161.0,1020.0
frame_480,965.0,1025.0,1165.0,1024.0
frame_481,968.0,1033.0,1165.0,1036.0
frame_482,968.0,1033.0,1189.0,1037.0
frame_483,945.0,1040.0,1184.0,1044.0
frame_484,945.0,1040.0,1182.0,1045.0
frame_485,945.0,1040.0,1910.0,17.0
frame_486,933.0,1046.0,,
frame_487,1909.0,13.0,1910.0,17.0
frame_488,1909.0,13.0,1910.0,17.0
frame_489,1909.0,13.0,1910.0,17.0
frame_490,1909.0,13.0,1910.0,17.0
frame_491,1909.0,13.0,1910.0,17.0
frame_492,1909.0,13.0,1910.0,17.0
frame_493,1909.0,13.0,1910.0,17.0
frame_494,1909.0,13.0,1910.0,17.0
frame_495,1909.0,13.0,1910.0,17.0
frame_496,1909.0,13.0,1910.0,17.0
frame_497,1909.0,13.0,1910.0,17.0
frame_498,1909.0,13.0,1910.0,17.0
frame_499,1909.0,13.0,1910.0,17.0
frame_500,1909.0,13.0,1910.0,17.0
frame_501,1909.0,13.0,1910.0,17.0
frame_502,1909.0,13.0,1910.0,17.0
frame_503,1909.0,13.0,1910.0,17.0
frame_504,1909.0,13.0,1910.0,17.0
frame_505,1909.0,13.0,1910.0,17.0
frame_506,1909.0,13.0,1909.0,17.0
frame_507,1909.0,13.0,1909.0,17.0
frame_508,1909.0,13.0,1909.0,17.0
frame_509,1909.0,13.0,1909.0,17.0
frame_510,1909.0,13.0,1909.0,17.0
frame_511,1909.0,13.0,1909.0,17.0
frame_512,1909.0,13.0,1909.0,17.0
frame_513,1909.0,13.0,1909.0,17.0
frame_514,1909.0,13.0,1909.0,17.0
frame_515,1909.0,13.0,1909.0,17.0
frame_516,1909.0,13.0,1909.0,17.0
frame_517,1909.0,13.0,1909.0,17.0
frame_518,1909.0,13.0,1909.0,17.0
frame_519,1909.0,13.0,1909.0,17.0
frame_520,1909.0,13.0,1909.0,17.0
frame_521,1909.0,13.0,1909.0,17.0
frame_522,1909.0,13.0,1909.0,17.0
frame_523,1909.0,13.0,1909.0,17.0
frame_524,1909.0,13.0,1909.0,17.0
frame_525,1909.0,13.0,1909.0,17.0
frame_526,1909.0,13.0,1909.0,17.0
frame_527,1909.0,13.0,1909.0,17.0
frame_528,1909.0,13.0,1909.0,17.0
frame_529,1909.0,13.0,1909.0,17.0
frame_530,1909.0,13.0,1909.0,17.0
frame_531,1909.0,13.0,1909.0,17.0
frame_532,1909.0,13.0,1909.0,17.0
frame_533,1909.0,13.0,1909.0,17.0
frame_534,1909.0,13.0,1909.0,17.0
frame_535,1909.0,13.0,1909.0,17.0
frame_536,1909.0,13.0,1909.0,17.0
frame_537,1909.0,13.0,1909.0,17.0
frame_538,1909.0,13.0,1909.0,17.0
frame_539,1909.0,13.0,1909.0,17.0
frame_540,1909.0,13.0,1909.0,17.0
frame_541,1909.0,13.0,1909.0,17.0
frame_542,1909.0,13.0,1909.0,17.0
frame_543,1909.0,13.0,1909.0,17.0
frame_544,1909.0,13.0,1909.0,17.0
frame_545,1909.0,13.0,1909.0,17.0
frame_546,1909.0,13.0,1909.0,17.0
frame_547,1909.0,13.0,1909.0,17.0
frame_548,1909.0,13.0,1909.0,17.0
frame_549,1909.0,13.0,1909.0,17.0
frame_550,1909.0,13.0,1909.0,17.0
frame_551,1909.0,13.0,1909.0,17.0
frame_552,1909.0,13.0,1909.0,17.0
frame_553,1909.0,13.0,1909.0,17.0
frame_554,1909.0,13.0,1909.0,17.0
frame_555,1909.0,13.0,1909.0,17.0
frame_556,1909.0,13.0,1909.0,17.0
frame_557,1909.0,13.0,1909.0,17.0
frame_558,1909.0,13.0,1909.0,17.0
frame_559,1909.0,13.0,1909.0,17.0
frame_560,1909.0,13.0,1909.0,17.0
frame_561,1909.0,13.0,1909.0,17.0
frame_562,1909.0,13.0,1909.0,17.0
frame_563,1909.0,13.0,1909.0,17.0
frame_564,1909.0,13.0,1909.0,17.0
frame_565,1909.0,13.0,1909.0,17.0
frame_566,1909.0,13.0,1909.0,17.0
frame_567,1909.0,13.0,1909.0,17.0
frame_568,1909.0,13.0,1909.0,17.0
frame_569,1909.0,13.0,1909.0,17.0
frame_570,1909.0,13.0,1909.0,17.0
frame_571,1909.0,13.0,1909.0,17.0
frame_572,1909.0,13.0,1909.0,17.0
frame_573,1909.0,13.0,1909.0,17.0
frame_574,1909.0,13.0,1909.0,17.0
frame_575,1909.0,13.0,1909.0,17.0
frame_576,1909.0,13.0,1909.0,17.0
frame_577,1909.0,13.0,1909.0,17.0
frame_578,1909.0,13.0,1909.0,17.0
frame_579,1909.0,13.0,1909.0,17.0
frame_580,1909.0,13.0,1909.0,17.0
frame_581,1909.0,13.0,1909.0,17.0
frame_582,1909.0,13.0,1909.0,17.0
frame_583,1909.0,13.0,1909.0,17.0
frame_584,1909.0,13.0,1909.0,17.0
frame_585,1909.0,13.0,1909.0,17.0
frame_586,1909.0,13.0,1909.0,17.0
frame_587,1909.0,13.0,1909.0,17.0
frame_588,1909.0,13.0,1909.0,17.0
frame_589,1909.0,13.0,1909.0,17.0
frame_590,1909.0,13.0,1909.0,17.0
frame_591,1909.0,13.0,1909.0,17.0
frame_592,1909.0,13.0,1909.0,17.0
frame_593,1909.0,13.0,1909.0,17.0
frame_594,1909.0,13.0,1909.0,17.0
frame_595,1909.0,13.0,1909.0,17.0
frame_596,1909.0,13.0,1909.0,17.0
frame_597,1909.0,13.0,1909.0,17.0
frame_598,1909.0,13.0,1909.0,17.0
frame_599,1909.0,13.0,1909.0,17.0
frame_600,1909.0,13.0,1909.0,17.0
frame_601,1909.0,13.0,1909.0,17.0
frame_602,1909.0,13.0,1909.0,17.0
frame_603,1909.0,13.0,1909.0,17.0
frame_604,1909.0,13.0,1909.0,17.0
frame_605,1909.0,13.0,1909.0,17.0
frame_606,1909.0,13.0,1909.0,17.0
frame_607,1909.0,13.0,1909.0,17.0
frame_608,1909.0,13.0,1909.0,17.0
frame_609,1909.0,13.0,1909.0,17.0
frame_610,1909.0,13.0,1909.0,17.0
frame_611,1909.0,13.0,1909.0,17.0
frame_612,1909.0,13.0,1909.0,17.0
frame_613,1909.0,13.0,1909.0,17.0
frame_614,1909.0,13.0,1909.0,17.0
frame_615,1909.0,13.0,1909.0,17.0
frame_616,1909.0,13.0,1909.0,17.0
frame_617,1909.0,13.0,1909.0,17.0
frame_618,1909.0,13.0,1909.0,17.0
frame_619,1909.0,13.0,1909.0,17.0
frame_620,1909.0,13.0,1909.0,17.0
frame_621,1909.0,13.0,1909.0,17.0
frame_622,1909.0,13.0,1909.0,17.0
frame_623,1909.0,13.0,1909.0,17.0
frame_624,1909.0,13.0,1909.0,17.0
frame_625,1909.0,13.0,1909.0,17.0
frame_626,1909.0,13.0,1909.0,17.0
